neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,availability_365,number_of_reviews_ltm
Bang Kho laen,13.70689,100.51022,814,1,70,2020-01-10,132,0
Phra Khanong,13.68972,100.59089,600,30,0,,90,0
Vadhana,13.72976,100.57182,559,1,69,2022-12-10,40,16
Vadhana,13.7467,100.55552,5899,1,0,,352,0
Khlong Toei,13.72652,100.57317,1600,2,97,2022-12-20,162,10
Phaya Thai,13.78277,100.54168,1163,14,55,2022-10-14,300,3
Vadhana,13.74439,100.55758,8899,1,3,2022-11-20,361,1
Sathon,13.72033,100.54819,900,1,101,2022-12-11,363,18
Huai Khwang,13.77398,100.57807,1400,1,1,2018-02-02,91,0
Yan na wa,13.7061,100.53639,1950,4,63,2022-11-06,161,13
Phra Khanong,13.70387,100.60537,800,20,0,,177,0
Khlong Toei,13.72483,100.56606,9857,5,19,2022-11-02,140,3
Vadhana,13.70824,100.60072,1529,1,20,2022-09-29,311,2
Thon buri,13.72046,100.47694,1600,1,0,,90,0
Thon buri,13.7204,100.47681,2000,1,3,2018-07-30,88,0
Vadhana,13.74681,100.55698,1200,30,125,2022-11-16,153,37
Vadhana,13.70861,100.60168,1529,1,47,2022-02-17,360,1
Vadhana,13.70748,100.60169,1529,1,102,2022-12-08,344,24
Bang Kapi,13.75495,100.61161,1700,1,0,,179,0
Chatu Chak,13.84869,100.58479,2650,1,0,,179,0
Bang Na,13.66634,100.60303,1350,1,0,,89,0
Bang Na,13.67684,100.60948,630,28,21,2022-11-30,228,4
Phaya Thai,13.78958,100.54183,2200,1,0,,179,0
Bang Khen,13.86213,100.61356,790,2,3,2022-10-17,138,2
Huai Khwang,13.74454,100.58654,550,7,1,2018-09-10,330,0
Chatu Chak,13.8062,100.55621,950,30,22,2022-12-04,339,5
Khlong Toei,13.73017,100.56165,10000,30,2,2022-07-28,363,1
Vadhana,13.70824,100.60072,1529,1,56,2022-07-27,357,8
Vadhana,13.70936,100.60104,1529,1,90,2022-11-28,355,15
Vadhana,13.70861,100.60165,1529,1,34,2022-11-19,358,3
Chatu Chak,13.81171,100.56555,2000,1,0,,83,0
Vadhana,13.74313,100.56121,2000,1,0,,73,0
Vadhana,13.73114,100.57676,4340,1,43,2022-12-14,158,8
Bang Kapi,13.75823,100.63824,320,10,0,,364,0
Huai Khwang,13.77073,100.58899,869,1,11,2020-02-10,168,0
Phra Khanong,13.68986,100.60362,688,1,2,2019-04-09,118,0
Huai Khwang,13.76921,100.58103,2019,1,3,2018-09-09,337,0
Chatu Chak,13.79671,100.55278,703,5,33,2018-12-18,270,0
Vadhana,13.74006,100.58216,1500,5,1,2018-12-15,177,0
Bang Rak,13.7265,100.53752,2500,1,19,2022-11-15,360,1
Bang Rak,13.72778,100.53709,2000,1,4,2019-02-09,344,0
Suanluang,13.71232,100.61387,8000,1,0,,365,0
Huai Khwang,13.75918,100.56972,7100,1,103,2022-12-11,73,12
Bang Sue,13.81398,100.54095,450,5,0,,90,0
Huai Khwang,13.76402,100.56931,1200,7,9,2022-12-15,254,3
Vadhana,13.73233,100.5771,2100,1,0,,180,0
Ratchathewi,13.75982,100.54327,1000,30,0,,179,0
Thon buri,13.71343,100.4775,10500,1,0,,83,0
Phra Khanong,13.68978,100.60393,690,1,3,2018-12-06,118,0
Sathon,13.71859,100.52124,3341,5,31,2022-12-14,282,24
Thon buri,13.71711,100.4814,650,14,5,2022-11-30,73,1
Pra Wet,13.6983,100.68095,650,1,0,,180,0
Don Mueang,13.91692,100.57831,623,1,0,,88,0
Vadhana,13.73664,100.56834,1914,3,7,2022-12-12,329,4
Khlong San,13.71869,100.50219,6000,1,31,2022-12-20,329,6
Bang Kho laen,13.70553,100.5047,4000,2,6,2022-11-28,331,1
Lat Krabang,13.72204,100.72384,400,1,11,2020-02-28,364,0
Bang Rak,13.72485,100.52464,899,1,0,,358,0
Khlong Toei,13.73875,100.5529,1800,1,0,,365,0
Huai Khwang,13.75591,100.57622,1486,2,60,2022-12-04,88,7
Vadhana,13.73008,100.58607,10000,1,0,,41,0
Phaya Thai,13.78947,100.53897,643,7,5,2022-09-18,349,1
Huai Khwang,13.75532,100.57583,1314,2,52,2022-11-21,78,11
Vadhana,13.72984,100.58631,10000,2,2,2018-02-13,42,0
Huai Khwang,13.75949,100.57013,4500,1,87,2022-11-26,79,17
Phra Nakhon,13.76004,100.49328,1250,1,4,2018-04-19,365,0
Vadhana,13.73111,100.58266,1199,28,48,2022-12-16,28,6
Lak Si,13.86146,100.55215,475,1,7,2022-12-04,364,1
Vadhana,13.73175,100.58032,6000,1,0,,181,0
Vadhana,13.71451,100.60197,7000,30,3,2018-05-14,173,0
Chatu Chak,13.80905,100.56808,700,30,0,,180,0
Suanluang,13.71195,100.6359,1299,15,0,,180,0
Bang Kho laen,13.68766,100.51929,3250,7,9,2022-10-08,361,1
Phra Khanong,13.68998,100.60387,650,1,9,2019-08-14,118,0
Vadhana,13.73641,100.58442,1750,1,25,2022-10-26,359,5
Phra Khanong,13.6985,100.6101,2000,1,0,,351,0
Bang Rak,13.72994,100.51704,1320,1,1,2019-09-07,184,0
Huai Khwang,13.75967,100.56717,3394,3,10,2022-12-28,1,1
Bang Sue,13.81913,100.53221,731,7,60,2022-11-16,311,9
Khlong Toei,13.72534,100.56638,1608,14,103,2022-12-07,56,6
Suanluang,13.73645,100.64629,1800,2,8,2022-10-14,346,1
Phra Khanong,13.6985,100.6101,2500,1,0,,365,0
Phra Khanong,13.69948,100.61122,2500,1,2,2022-12-03,365,2
Bang Khun thain,13.66102,100.44411,1290,1,0,,90,0
Chatu Chak,13.80793,100.55733,971,30,19,2022-01-29,358,1
Din Daeng,13.75664,100.56423,1650,1,53,2022-11-12,331,3
Bang Na,13.65364,100.64333,859,1,41,2022-11-15,211,14
Huai Khwang,13.75463,100.57397,1514,2,52,2022-10-07,86,5
Khlong San,13.72086,100.50157,999,20,0,,83,0
Sathon,13.72139,100.54884,900,1,71,2022-10-08,355,8
Bang Kapi,13.77433,100.64372,500,30,0,,177,0
Khlong Toei,13.7079,100.59318,1277,6,38,2022-11-11,34,3
Vadhana,13.73708,100.58738,5000,1,49,2020-03-06,41,0
Khlong San,13.722,100.50724,1000,1,0,,365,0
Huai Khwang,13.75053,100.57912,1200,1,3,2021-03-02,365,0
Chatu Chak,13.81619,100.57862,950,1,10,2018-08-18,335,0
Vadhana,13.71041,100.60161,3550,2,0,,364,0
Bang Kho laen,13.70185,100.50641,1039,2,69,2020-03-17,15,0
Huai Khwang,13.76028,100.56888,2200,3,2,2018-03-05,174,0
Bangkok Noi,13.76863,100.47372,900,1,3,2020-03-08,365,0
Chatu Chak,13.81301,100.55685,1440,1,0,,89,0
Huai Khwang,13.7605,100.56942,2200,3,2,2018-09-11,174,0
Huai Khwang,13.75459,100.57369,1000,30,0,,356,0
Bang Sue,13.81603,100.54105,485,7,1,2019-01-04,90,0
Huai Khwang,13.74514,100.58688,5541,28,4,2018-04-26,180,0
Huai Khwang,13.74492,100.59868,1800,1,10,2022-12-26,303,2
Sathon,13.72114,100.54748,900,1,98,2022-12-08,174,14
Thon buri,13.73656,100.49631,3629,1,38,2022-10-14,322,2
Suanluang,13.7419,100.62042,520,1,18,2022-11-19,177,4
Min Buri,13.79504,100.71351,500,1,3,2019-07-24,364,0
Vadhana,13.743,100.55921,2078,7,3,2018-04-29,339,0
Vadhana,13.74256,100.58441,1386,7,31,2022-12-17,41,8
Vadhana,13.74163,100.55761,1500,3,1,2018-08-26,173,0
Don Mueang,13.88917,100.59221,843,1,26,2022-10-13,354,2
Vadhana,13.73034,100.58061,1910,1,3,2019-01-14,358,0
Huai Khwang,13.75426,100.56603,664,3,61,2022-11-23,247,5
Khlong Toei,13.74061,100.55278,2000,4,12,2020-02-24,7,0
Rat Burana,13.68939,100.49205,881,28,42,2022-11-17,355,3
Khlong Toei,13.72317,100.57868,2300,1,2,2019-08-18,351,0
Thon buri,13.73648,100.49635,3429,1,8,2018-11-27,322,0
Bangkok Noi,13.76335,100.4889,3786,3,5,2018-12-31,158,0
Ratchathewi,13.75134,100.52738,1990,1,0,,89,0
Pra Wet,13.72879,100.68479,1000,3,1,2018-06-03,362,0
Lak Si,13.86998,100.58045,800,1,98,2022-08-01,361,2
Bang Na,13.68155,100.61122,1573,3,21,2022-10-17,160,4
Ratchathewi,13.75206,100.52917,1521,1,127,2022-12-13,86,12
Lat Phrao,13.81161,100.59067,2500,1,0,,365,0
Bang Rak,13.72827,100.53891,2600,1,11,2022-12-01,338,2
Bang Na,13.6546,100.64595,1000,14,0,,177,0
Huai Khwang,13.78285,100.57826,350,2,4,2018-10-29,22,0
Phra Nakhon,13.74754,100.49679,350,1,60,2020-03-13,168,0
Bang Phlat,13.76423,100.48984,4571,3,51,2022-12-20,158,15
Bang Kapi,13.75263,100.64451,529,1,0,,180,0
Vadhana,13.73891,100.57147,3333,2,44,2022-12-22,154,15
Ratchathewi,13.74864,100.557,1200,28,31,2022-12-10,99,4
Phra Nakhon,13.76023,100.49364,1250,1,2,2018-03-23,365,0
Ratchathewi,13.75236,100.52928,1378,1,51,2022-11-21,174,8
Huai Khwang,13.78032,100.57402,2857,30,3,2018-12-21,349,0
Bang Kho laen,13.70256,100.50415,910,30,18,2022-11-28,329,5
Bang Rak,13.7236,100.52676,2429,14,36,2022-12-22,320,5
Bang Na,13.68065,100.6126,1400,7,18,2022-07-18,84,1
Bangkok Noi,13.75495,100.47339,650,2,30,2022-10-20,325,3
Phra Khanong,13.70435,100.60673,1250,3,3,2018-05-20,365,0
Ratchathewi,13.75061,100.53055,1529,1,37,2020-03-07,176,0
Ratchathewi,13.75052,100.53075,1529,1,7,2019-04-27,176,0
Ratchathewi,13.75268,100.53202,1679,1,16,2022-08-18,177,5
Ratchathewi,13.75234,100.53024,1486,1,98,2022-12-18,175,24
Ratchathewi,13.75077,100.53212,1529,1,110,2022-12-20,176,32
Bang Rak,13.72421,100.52836,1500,2,25,2022-11-25,175,1
Huai Khwang,13.77666,100.5809,895,2,0,,179,0
Bang Sue,13.80726,100.52792,900,7,10,2022-12-03,326,3
Phra Nakhon,13.75993,100.49303,1250,1,3,2018-04-01,365,0
Bang Kho laen,13.69925,100.51088,2499,1,118,2020-03-03,329,0
Ratchathewi,13.75229,100.5321,1615,1,28,2022-12-21,166,22
Ratchathewi,13.75055,100.53214,1529,1,7,2019-09-08,360,0
Ratchathewi,13.75063,100.5323,1200,1,36,2022-12-22,167,7
Ratchathewi,13.75071,100.53021,1529,1,44,2022-12-23,177,18
Ratchathewi,13.75239,100.53064,1529,1,89,2022-12-24,152,12
Ratchathewi,13.7507,100.52942,1529,1,12,2022-11-05,176,3
Vadhana,13.73034,100.58061,2310,1,1,2019-04-21,358,0
Don Mueang,13.92736,100.58504,2300,30,0,,358,0
Vadhana,13.73034,100.58061,574,1,2,2019-04-14,358,0
Vadhana,13.73034,100.58061,574,1,6,2020-02-04,358,0
Vadhana,13.73034,100.58061,405,1,5,2019-07-09,358,0
Don Mueang,13.91693,100.58549,3000,2,0,,358,0
Khlong Toei,13.73937,100.55521,3900,2,60,2022-12-27,155,5
Khlong Toei,13.72652,100.57185,1490,2,92,2022-11-13,163,9
Khlong Toei,13.73937,100.55521,4420,2,74,2022-11-29,151,18
Bang Rak,13.72136,100.51804,1880,2,0,,358,0
Khlong San,13.72312,100.50984,2250,3,174,2022-12-22,136,22
Bang Sue,13.81987,100.53307,790,30,0,,356,0
Khlong Toei,13.71182,100.59237,1363,30,41,2020-12-04,92,0
Khlong Toei,13.73972,100.55177,1219,2,94,2022-12-23,31,22
Khlong Toei,13.74102,100.55144,1707,2,68,2022-11-28,30,13
Khlong Toei,13.7398329,100.5516712,2261,2,84,2022-12-15,55,20
Bang Rak,13.72501,100.53047,4000,1,117,2022-12-14,331,15
Phasi Charoen,13.72156,100.45099,490,1,0,,364,0
Chatu Chak,13.79902,100.55594,2500,2,148,2022-12-07,326,13
Din Daeng,13.793949,100.571043,550,1,126,2022-12-04,350,11
Khlong Toei,13.7392,100.55156,970,14,17,2022-11-22,98,5
Phra Nakhon,13.75988,100.49307,1250,1,11,2018-04-28,356,0
Huai Khwang,13.74577,100.58229,1466,1,0,,83,0
Sathon,13.71839,100.53214,1000,2,3,2019-12-31,68,0
Vadhana,13.70824,100.60072,1930,1,13,2022-10-09,355,5
Huai Khwang,13.781975746154783,100.5790023803711,447,2,3,2022-11-29,22,1
Huai Khwang,13.76036,100.57082,2200,3,1,2018-04-01,174,0
Khlong San,13.7126,100.49851,1550,30,0,,342,0
Phra Nakhon,13.76132,100.49983,1114,1,3,2019-02-05,321,0
Khlong Toei,13.715,100.58219,669,1,44,2022-12-25,203,11
Bang Rak,13.72257,100.51923,1200,2,57,2022-11-22,350,1
Khlong San,13.73391,100.49618,4786,1,54,2022-12-08,322,4
Phaya Thai,13.77637,100.54179,1271,3,45,2022-12-14,306,13
Chatu Chak,13.81956,100.58674,1100,1,0,,365,0
Wang Thong Lang,13.77161,100.61295,1800,2,0,,365,0
Khlong Toei,13.7258,100.56704,1206,1,84,2022-12-12,142,8
Khlong Toei,13.72713,100.56745,1426,1,82,2022-11-19,125,7
Khlong Toei,13.7261,100.56872,1186,1,92,2022-09-21,148,4
Khlong Toei,13.72757,100.56823,1337,1,92,2022-11-21,147,12
Phaya Thai,13.79292,100.55367,850,4,33,2022-12-17,327,2
Khlong Toei,13.70714,100.60041,1899,1,26,2022-12-12,359,15
Khlong Toei,13.70794,100.59958,1529,1,15,2022-12-14,363,2
Vadhana,13.74012,100.55658,1870,5,26,2022-11-28,137,24
Don Mueang,13.92474,100.59716,899,1,17,2020-01-26,89,0
Khlong Toei,13.72736,100.56954,1263,1,118,2022-11-20,151,12
Ratchathewi,13.75202,100.53109,1543,1,30,2022-11-09,84,1
Huai Khwang,13.75585,100.56531,2078,7,1,2019-01-01,364,0
Huai Khwang,13.75977,100.56897,2200,3,0,,264,0
Pra Wet,13.71724,100.66713,900,1,0,,180,0
Phra Nakhon,13.75922,100.49412,1250,1,4,2018-03-21,365,0
Ratchathewi,13.75504,100.53916,1500,2,149,2022-12-13,107,13
Ratchathewi,13.75238,100.52906,1171,1,47,2022-11-24,89,15
Khlong Toei,13.72605,100.56461,876,60,76,2022-10-08,61,6
Phra Nakhon,13.75422,100.50142,1100,1,1,2018-02-18,364,0
Don Mueang,13.92542,100.59488,530,1,25,2020-01-09,89,0
Bang Kho laen,13.71034,100.50858,12511,15,0,,45,0
Huai Khwang,13.76442,100.5705,1000,30,4,2022-12-19,340,3
Ratchathewi,13.76234,100.53884,1698,1,0,,362,0
Bang Kho laen,13.71056,100.50817,13571,1,1,2019-04-15,88,0
Ratchathewi,13.75285,100.53069,1181,1,144,2022-12-08,83,21
Bang Kho laen,13.7099,100.50815,11805,1,0,,45,0
Ratchathewi,13.75263,100.53136,1171,1,69,2022-11-13,86,24
Bang Kho laen,13.70979,100.50905,13688,1,1,2019-04-07,115,0
Pom Prap Sattru Phai,13.74717,100.50749,330,1,15,2020-02-24,180,0
Vadhana,13.72193,100.58485,3500,3,35,2022-11-03,297,4
Huai Khwang,13.7589259379923,100.56727376075966,2320,2,17,2021-12-19,358,0
Vadhana,13.71291,100.59548,1400,3,55,2022-12-08,40,10
Bang Na,13.67151,100.60596,1100,30,9,2022-09-01,281,3
Ratchathewi,13.75242,100.52914,1564,1,58,2022-12-01,89,3
Ratchathewi,13.75283,100.52995,1214,1,102,2022-12-22,86,25
Ratchathewi,13.75088,100.55601,1524,14,1,2019-02-07,349,0
Ratchathewi,13.75095,100.53727,2791,4,0,,363,0
Bang Sue,13.81617,100.53104,907,30,1,2019-01-14,337,0
Ratchathewi,13.75269,100.5307,1339,1,62,2022-11-21,86,10
Ratchathewi,13.75067,100.53119,1196,1,56,2022-12-08,80,16
Bang Rak,13.72108,100.51872,2100,1,8,2019-07-08,364,0
Ratchathewi,13.75057,100.5308,1271,1,114,2022-12-06,75,15
Chatu Chak,13.83004,100.53966,1400,7,0,,365,0
Dusit,13.78131,100.5174,1484,1,1,2018-02-19,90,0
Vadhana,13.73702,100.56118,2106,1,232,2022-12-17,39,51
Lak Si,13.87475,100.57424,1200,1,0,,365,0
Vadhana,13.71055,100.60135,4555,30,9,2018-05-15,180,0
Khlong Toei,13.71019,100.59431,1376,4,0,,176,0
Ratchathewi,13.75377,100.56429,2043,60,11,2019-12-08,90,0
Chatu Chak,13.79715,100.55385,1500,2,0,,365,0
Rat Burana,13.68889,100.49208,900,28,28,2022-11-24,322,2
Khan Na Yao,13.83584,100.66107,526,2,71,2022-12-18,343,19
Khlong Toei,13.72315,100.57808,1850,3,3,2020-01-06,363,0
Ratchathewi,13.74969,100.53102,3665,1,65,2022-09-18,343,6
Ratchathewi,13.75465,100.53891,1786,1,85,2022-11-23,337,13
Vadhana,13.73942,100.55827,1285,60,4,2018-11-11,91,0
Don Mueang,13.92686,100.58371,1250,1,0,,365,0
Ratchathewi,13.7497,100.53097,2628,1,29,2022-05-16,342,2
Ratchathewi,13.7497,100.53097,3665,1,40,2022-11-08,336,5
Rat Burana,13.68753,100.49263,900,28,7,2022-12-01,351,2
Bangkok Noi,13.7559,100.48562,780,2,5,2019-02-20,85,0
Ratchathewi,13.75127,100.53134,1479,1,102,2022-12-06,86,29
Pra Wet,13.71439,100.65322,350,1,1,2018-12-20,89,0
Phra Nakhon,13.7475,100.49698,350,1,81,2022-12-13,347,4
Huai Khwang,13.78112,100.5781,650,1,50,2020-05-03,102,0
Pra Wet,13.6696,100.68502,1000,1,1,2018-11-12,60,0
Vadhana,13.74292,100.55562,1821,5,16,2022-12-23,144,15
Ratchathewi,13.7511,100.52982,1679,1,2,2019-10-04,177,0
Bang Kho laen,13.69949,100.52725,990,2,3,2018-04-29,77,0
Huai Khwang,13.75107,100.58401,1150,3,5,2022-11-26,359,3
Samphanthawong,13.7327,100.51457,4400,1,3,2022-06-04,359,1
Samphanthawong,13.73273,100.51458,2529,1,1,2018-12-19,325,0
Min Buri,13.81255,100.71936,600,30,0,,362,0
Bang Sue,13.83047,100.52512,730,3,96,2022-11-20,126,22
Khlong Toei,13.74084,100.55346,1870,5,17,2022-11-30,162,14
Bang Sue,13.81764,100.53253,794,25,51,2022-12-04,231,12
Bang Rak,13.72125,100.51721,1600,1,20,2022-06-07,361,1
Khlong Toei,13.72553,100.56598,1771,1,15,2022-11-26,85,4
Bang Rak,13.72297,100.51892,2100,1,2,2018-05-22,361,0
Taling Chan,13.7788,100.44386,4975,30,0,,268,0
Pra Wet,13.6625,100.67761,4000,7,0,,365,0
Vadhana,13.73453,100.58275,4114,1,89,2022-12-16,161,16
Ratchathewi,13.75321,100.53711,1607,2,117,2022-12-11,137,12
Thon buri,13.71529,100.48129,2950,1,0,,179,0
Vadhana,13.73307,100.5844,2999,2,75,2022-12-26,256,23
Khlong Toei,13.72668,100.56669,2807,1,203,2022-12-16,159,14
Phaya Thai,13.79286,100.5389,2600,2,0,,364,0
Din Daeng,13.76879,100.57017,1532,3,2,2022-07-16,365,1
Khlong Toei,13.72408,100.56809,2214,1,190,2022-12-11,125,16
Khlong San,13.72219,100.50273,1200,15,3,2019-11-22,352,0
Lat Krabang,13.72227,100.74041,2000,1,0,,179,0
Ratchathewi,13.75213,100.53708,1100,1,48,2022-10-25,338,1
Sathon,13.71393,100.51473,779,1,108,2022-12-11,318,38
Vadhana,13.73225,100.57326,2231,2,61,2020-03-18,155,0
Vadhana,13.72885,100.59042,1831,1,0,,179,0
Bang Khun thain,13.67039,100.44598,1800,1,0,,270,0
Huai Khwang,13.76966,100.58011,2019,1,17,2019-12-07,303,0
Huai Khwang,13.77047,100.58223,1700,1,24,2022-07-31,319,1
Khlong Toei,13.72589,100.56672,2371,1,181,2022-12-12,153,16
Bang Khae,13.70664,100.4224,590,1,0,,179,0
Khlong Toei,13.72692,100.56694,2756,1,163,2022-08-19,167,1
Ratchathewi,13.7559,100.54129,4000,1,0,,180,0
Phra Nakhon,13.75372,100.50434,3400,1,3,2020-02-02,180,0
Khlong Toei,13.70922,100.5978,1500,1,1,2018-05-04,181,0
Nong Chok,13.85277,100.81527,3000,1,0,,179,0
Huai Khwang,13.76044,100.56944,2736,4,140,2022-12-17,85,9
Bang Na,13.6745,100.60791,700,30,2,2019-08-06,364,0
Khlong Toei,13.70874,100.59805,1700,1,0,,365,0
Khlong Toei,13.72423,100.56663,1801,14,65,2022-11-13,223,4
Bangkok Noi,13.76107,100.47089,1080,1,6,2020-08-30,194,0
Sathon,13.7104,100.53959,2500,1,0,,91,0
Bang Rak,13.72475,100.53053,4000,1,81,2022-12-08,291,5
Ratchathewi,13.74954,100.55513,1400,30,34,2022-10-01,320,1
Bang Rak,13.72224,100.5195,1300,1,19,2022-11-04,363,1
Phra Khanong,13.69209,100.61427,750,4,33,2022-12-17,314,6
Thon buri,13.72452,100.48548,1900,1,71,2022-12-14,314,32
Bang Rak,13.72837,100.51946,1600,1,12,2022-08-04,57,1
Huai Khwang,13.79048,100.57494,9709,1,42,2022-11-28,307,4
Sathon,13.71933,100.54937,900,1,52,2022-12-07,360,3
Huai Khwang,13.74951,100.56479,3290,1,0,,89,0
Huai Khwang,13.76821,100.58142,3668,1,2,2020-04-10,348,0
Huai Khwang,13.76997,100.58187,3668,1,11,2022-12-06,348,1
Bangkok Yai,13.74582,100.48238,2786,1,244,2022-12-12,235,72
Bang Rak,13.72087,100.51758,1300,1,36,2019-02-22,364,0
Vadhana,13.73928,100.56424,6206,1,1,2018-05-13,360,0
Phasi Charoen,13.71202,100.42732,1000,1,5,2022-11-30,158,4
Chatu Chak,13.83761,100.57278,2000,1,0,,180,0
Bang Kapi,13.75256,100.64731,1590,7,3,2019-04-19,181,0
Khan Na Yao,13.8387,100.66512,3000,1,0,,88,0
Bang Na,13.67991,100.60939,494,3,51,2022-12-20,306,11
Bang Sue,13.81896,100.53214,750,7,56,2022-12-07,207,8
Khlong Toei,13.72635,100.56891,2400,1,0,,180,0
Khlong San,13.7231,100.49477,2200,1,0,,179,0
Bang Na,13.67571,100.63162,1650,1,0,,89,0
Yan na wa,13.67945,100.52921,1500,29,9,2022-09-21,334,1
Vadhana,13.71406,100.59415,2500,1,0,,174,0
Ratchathewi,13.75115,100.52922,1786,1,65,2022-12-14,77,3
Bang Na,13.6724,100.60381,1199,3,13,2022-03-05,306,2
Ratchathewi,13.75188,100.53108,1650,1,148,2022-12-07,70,24
Din Daeng,13.79649,100.57055,1500,1,0,,179,0
Suanluang,13.73779,100.63916,3350,1,0,,90,0
Ratchathewi,13.7504,100.53023,1524,1,22,2022-07-26,176,3
Sathon,13.71263,100.53993,800,1,0,,180,0
Bangkok Yai,13.73031,100.47515,4500,1,0,,365,0
Vadhana,13.72441,100.58358,5982,2,81,2022-12-25,332,8
Huai Khwang,13.78058,100.57397,620,1,1,2018-08-28,364,0
Khlong Toei,13.73937,100.55521,2860,2,31,2022-05-05,174,1
Vadhana,13.73557,100.56435,2645,5,13,2022-12-13,337,5
Bang Kho laen,13.7036,100.50687,1831,60,0,,179,0
Huai Khwang,13.7674,100.57347,2000,1,0,,90,0
Khlong Toei,13.73791,100.55199,2871,1,4,2022-07-11,337,2
Ratchathewi,13.75017,100.55752,1629,30,21,2022-09-26,170,3
Wang Thong Lang,13.77859,100.6262,350,1,0,,363,0
Vadhana,13.73928,100.56424,7429,1,1,2018-04-16,360,0
Huai Khwang,13.76947,100.57348,2000,1,0,,90,0
Din Daeng,13.76938,100.57188,2000,1,0,,89,0
Din Daeng,13.76949,100.57208,2000,1,0,,89,0
Ratchathewi,13.74964,100.53096,2628,1,53,2022-12-02,355,11
Bang Rak,13.72056,100.5138,1090,2,1,2018-12-23,170,0
Thon buri,13.71634,100.47704,480,30,0,,11,0
Huai Khwang,13.75432,100.57639,1271,2,68,2022-12-04,86,8
Khlong Toei,13.72467,100.56695,1800,1,15,2022-11-24,83,1
Pom Prap Sattru Phai,13.74675,100.50763,358,1,8,2020-03-05,180,0
Din Daeng,13.76964,100.5714,2000,1,0,,89,0
Huai Khwang,13.76738,100.57334,2000,1,0,,90,0
Khlong Toei,13.71177,100.58457,800,3,63,2022-12-16,131,13
Huai Khwang,13.76739,100.57183,3000,1,0,,89,0
Lat Krabang,13.72121,100.71926,836,1,0,,364,0
Ratchathewi,13.75179,100.5363,1590,60,87,2022-10-20,115,11
Huai Khwang,13.76677,100.57984,2099,5,52,2022-11-30,169,1
Khlong Toei,13.73076,100.56877,12629,1,0,,351,0
Khlong Toei,13.73076,100.56877,12629,1,0,,351,0
Khlong Toei,13.73076,100.56877,12629,1,2,2019-02-11,351,0
Khlong Toei,13.73076,100.56877,12629,1,2,2018-10-21,351,0
Khlong Toei,13.73076,100.56877,12629,1,0,,351,0
Bang Rak,13.72229,100.51602,1090,2,0,,87,0
Vadhana,13.74647,100.56243,2800,3,7,2020-01-02,248,0
Din Daeng,13.793949,100.571043,550,1,100,2020-02-24,365,0
Din Daeng,13.77323,100.573,1129,1,0,,112,0
Bang Kho laen,13.69553,100.51361,1571,28,23,2022-10-31,1,3
Sathon,13.71435,100.51476,800,1,89,2022-11-14,263,14
Huai Khwang,13.75362,100.56516,2580,20,131,2022-09-28,350,5
Huai Khwang,13.79043,100.57503,6882,1,31,2022-09-18,309,2
Bang Phlat,13.77547,100.48135,350,1,2,2020-02-03,360,0
Din Daeng,13.77323,100.573,1350,1,3,2019-01-23,119,0
Bangkok Noi,13.75396,100.48508,560,2,15,2020-02-08,29,0
Huai Khwang,13.76986,100.58215,12859,1,77,2022-12-12,340,5
Huai Khwang,13.7689,100.58208,14670,1,37,2022-08-30,347,1
Ratchathewi,13.75271,100.53391,2563,14,1,2018-03-21,330,0
Huai Khwang,13.7593,100.59545,470,1,0,,365,0
Huai Khwang,13.74582,100.58431,2800,1,0,,365,0
Bang Na,13.67391,100.60563,1148,2,14,2022-10-02,263,5
Khlong Toei,13.72685,100.56818,1325,1,97,2022-10-11,241,6
Khlong Toei,13.72598,100.56636,1593,1,105,2022-12-13,150,9
Wang Thong Lang,13.75735,100.60546,460,1,0,,365,0
Phasi Charoen,13.73768,100.43126,1000,1,0,,180,0
Khlong Toei,13.72451,100.57544,900,25,18,2022-12-16,109,4
Din Daeng,13.79929,100.5741,3657,2,0,,336,0
Thon buri,13.71743,100.47965,850,2,60,2022-12-22,323,9
Phaya Thai,13.76494,100.5437,770,1,1,2018-07-23,365,0
Khlong Toei,13.70802,100.59365,1090,2,3,2018-10-16,88,0
Khlong San,13.721,100.50559,1200,30,8,2022-08-18,111,1
Vadhana,13.71084,100.60092,1014,1,2,2019-02-07,362,0
Bang Rak,13.72755,100.52853,999,5,1,2018-06-04,358,0
Pom Prap Sattru Phai,13.74692,100.50936,745,1,45,2020-03-18,180,0
Huai Khwang,13.76101,100.56803,5929,1,60,2022-11-16,77,24
Thon buri,13.71724,100.48118,1180,60,19,2022-06-08,365,2
Sathon,13.71592,100.51948,580,1,0,,270,0
Pom Prap Sattru Phai,13.74864,100.50923,745,1,37,2020-02-05,180,0
Pom Prap Sattru Phai,13.74839,100.50928,1625,1,5,2020-03-08,180,0
Pom Prap Sattru Phai,13.74908,100.50945,1238,1,5,2018-09-19,180,0
Vadhana,13.74432,100.55578,1500,30,3,2022-11-18,157,1
Suanluang,13.72154,100.62253,2950,1,0,,180,0
Bang Rak,13.72922,100.5143,5571,5,13,2022-12-15,169,5
Bang Rak,13.72086,100.51771,1600,1,25,2019-07-30,361,0
Phra Nakhon,13.75593,100.50058,12720,1,0,,364,0
Bang Sue,13.80604,100.52881,900,28,2,2022-08-13,27,1
Bang Rak,13.729707717895508,100.5316162109375,6137,1,1,2022-11-24,361,1
Yan na wa,13.6966,100.54158,2000,27,2,2022-11-19,303,1
